title	year	actors	director	plot	rating	duration	genres	index	poster
Transformation	2002.0	Nikos Papadopoulos,  Aroha Jones	Erica Cooper	A brilliant but reclusive scientist, driven by a desire to cure his terminally ill daughter, accidentally unlocks a gene-altering formula.  The formula grants him superhuman abilities, but at a terrible cost: he slowly transforms into a monstrous creature.  As his transformation progresses, he must race against time to find a cure before he loses himself completely and becomes the very thing he fears.  His desperate search for a solution leads him to confront the ethical implications of his actions and the true meaning of humanity.	3.0	153.0	Horror, Thriller	421	https://storage.googleapis.com/generated_posters/poster_421.png
Metamorphosis	2005.0	Rebecca Lee,  Jamila Ibrahim,  Isabella Ferrari	Ava Kelly	A brilliant but reclusive scientist, Dr. Anya Petrova, accidentally triggers a quantum anomaly during an experiment, causing her to inexplicably shift between different versions of herself. Each version possesses unique abilities and memories, forcing Anya to confront her past and unravel the mystery behind her transformation before she loses control and becomes trapped in a reality she doesn't recognize. As she races against time, Anya must learn to harness the power of her shifting identities to save herself and the world from a catastrophic event.	1.42	167.0	Science Fiction, Thriller	422	https://storage.googleapis.com/generated_posters/poster_422.png
Evolution	2000.0	Nabil Ali, Alessandro Rossi	Thiago Oliveira	"In a world where humans have evolved beyond the need for food and sleep, a young woman named Anya discovers a hidden community of ""primitives"" who still live in the old ways.  Anya's world is turned upside down as she learns about the beauty and fragility of human connection, and the dangers of losing our humanity in the pursuit of progress.  As she struggles to reconcile her advanced existence with the simple life of the primitives, Anya must choose between the comfort of her evolved world and the unknown potential of a life lived fully.  The fate of both communities hangs in the balance as Anya's choices determine the future of humanity"	1.83	62.0	Drama, Science Fiction	423	https://storage.googleapis.com/generated_posters/poster_423.png
Revelation	2022.0	Nizhoni Yazzie,  Mateo Hernández	Hakim Abdullah	A reclusive astrophysicist, haunted by a cryptic message from his deceased father, discovers a hidden code within the fabric of the universe. As he unravels the code, he unlocks a terrifying truth about humanity's place in the cosmos, leading him on a desperate race against time to prevent an apocalyptic event.  His journey forces him to confront his own mortality and the true meaning of revelation, ultimately leading him to a choice that will determine the fate of the world.	4.21	156.0	Thriller, Science Fiction	425	https://storage.googleapis.com/generated_posters/poster_425.png
Prophecy	2022.0	Vihaan Kapoor	Sonali Chatterjee	A reclusive astrophysicist discovers a cryptic message hidden within the cosmic microwave background radiation, predicting a catastrophic solar flare that will engulf Earth in a fiery apocalypse.  Desperate to warn humanity, he must race against time to decipher the message and convince a skeptical world of the impending doom, while grappling with the devastating implications of his own prophecy.  As the sun begins to show signs of instability, the world descends into chaos, forcing him to confront the ultimate question: can humanity be saved from its own fate?	4.55	187.0	Thriller, Science Fiction	426	https://storage.googleapis.com/generated_posters/poster_426.png
Apocalypse	2015.0	Grace Jones	Chimamanda Ngozi Adichie	In a world ravaged by a mysterious plague that turns humans into mindless, bloodthirsty creatures, a small group of survivors struggles to stay alive.  Led by a hardened ex-soldier and a brilliant scientist, they must navigate a treacherous landscape filled with danger and despair, searching for a cure and a glimmer of hope.  As they face relentless attacks from the infected and the growing threat of a powerful, ruthless organization seeking to exploit the chaos, their bond is tested, and their humanity hangs in the balance.  Ultimately, they must confront the true nature of the apocalypse and decide whether to fight for survival or embrace the inevitable.	3.2	79.0	Action, Thriller	427	https://storage.googleapis.com/generated_posters/poster_427.png
End of the World	2003.0	Emiliano Souza,  Noah Williams	Lucas Delgado	A reclusive astronomer discovers a rogue asteroid hurtling towards Earth, giving humanity a mere 30 days to prepare for the inevitable.  As chaos erupts, a group of strangers, each with their own secrets and regrets, find themselves thrown together in a desperate attempt to find meaning and connection before the end.  Their journey takes them across a world in turmoil, forcing them to confront their deepest fears and ultimately choose how they want to spend their final days.  In the face of oblivion, they discover the true value of human connection and the enduring power of hope.	3.78	32.0	Drama, Thriller	428	https://storage.googleapis.com/generated_posters/poster_428.png
New Beginning	2007.0	Olivia Jones,  Justin Leung	Martina Columbo	After a devastating fire destroys her family's bakery, a young woman named Lily is forced to rebuild her life in a new city.  She finds solace in a local community garden, where she meets a charismatic artist who helps her rediscover her passion for baking.  As they work together to create a new bakery, Lily confronts her past and learns to embrace the possibilities of a fresh start.  But when a mysterious fire threatens to destroy their dreams, Lily must fight to protect her new beginning.	2.86	176.0	drama, romance	429	https://storage.googleapis.com/generated_posters/poster_429.png
Second Coming	2022.0	Zoé Simon	Hakim Abdullah	A reclusive scientist, obsessed with proving the existence of God, accidentally triggers a catastrophic event that brings about a second coming.  However, the returned Christ is not the benevolent savior of scripture, but a cynical, disillusioned figure who questions his own purpose and the nature of humanity.  As the world descends into chaos, the scientist must confront his own beliefs and find a way to reconcile the divine with the human, before the second coming becomes the end of all things.	3.29	56.0	Thriller, Fantasy	430	https://storage.googleapis.com/generated_posters/poster_430.png
Resurrection	2022.0	Sarah Fitzgerald,  Vihaan Kapoor	Varun Kapoor	A brilliant but reclusive scientist, Dr. Evelyn Thorne, discovers a way to bring the dead back to life.  Driven by grief over the loss of her young son, she uses her invention to resurrect him, but the resurrected boy is not the same, haunted by a dark secret from his past life.  As Evelyn struggles to control the consequences of her actions, she must confront the ethical implications of her invention and the true nature of her son's resurrection.  The line between life and death blurs as Evelyn faces a terrifying choice: sacrifice her son's soul to save humanity or risk unleashing a terrifying new world.	2.8	148.0	Horror, Thriller	431	https://storage.googleapis.com/generated_posters/poster_431.png
